5.1,3.5,1.4,0.2,Iris-setosa,,,0.641025641,0.435897436,0.166666667,0.012820513,,0.793008569
4.9,3,1.4,0.2,Iris-setosa,,,0.615384615,0.371794872,0.166666667,0.012820513,,0.738154316
4.7,3.2,1.3,0.2,Iris-setosa,,,0.58974359,0.397435897,0.153846154,0.012820513,,0.727726459
4.6,3.1,1.5,0.2,Iris-setosa,,,0.576923077,0.384615385,0.179487179,0.012820513,,0.716344361
5,3.6,1.4,0.2,Iris-setosa,,,0.628205128,0.448717949,0.166666667,0.012820513,,0.789893426
5.4,3.9,1.7,0.4,Iris-setosa,,,0.679487179,0.487179487,0.205128205,0.038461538,,0.861744481
4.6,3.4,1.4,0.3,Iris-setosa,,,0.576923077,0.423076923,0.166666667,0.025641026,,0.735030312
5,3.4,1.5,0.2,Iris-setosa,,,0.628205128,0.423076923,0.179487179,0.012820513,,0.778470153
4.4,2.9,1.4,0.2,Iris-setosa,,,0.551282051,0.358974359,0.166666667,0.012820513,,0.678761102
4.9,3.1,1.5,0.1,Iris-setosa,,,0.615384615,0.384615385,0.179487179,0,,0.747557935
5.4,3.7,1.5,0.2,Iris-setosa,,,0.679487179,0.461538462,0.179487179,0.012820513,,0.840892735
4.8,3.4,1.6,0.2,Iris-setosa,,,0.602564103,0.423076923,0.192307692,0.012820513,,0.761067799
4.8,3,1.4,0.1,Iris-setosa,,,0.602564103,0.371794872,0.166666667,0,,0.727387587
4.3,3,1.1,0.1,Iris-setosa,,,0.538461538,0.371794872,0.128205128,0,,0.666789929
5.8,4,1.2,0.2,Iris-setosa,,,0.730769231,0.5,0.141025641,0.012820513,,0.896702997
5.7,4.4,1.5,0.4,Iris-setosa,,,0.717948718,0.551282051,0.179487179,0.038461538,,0.923610957
5.4,3.9,1.3,0.4,Iris-setosa,,,0.679487179,0.487179487,0.153846154,0.038461538,,0.850996245
5.1,3.5,1.4,0.3,Iris-setosa,,,0.641025641,0.435897436,0.166666667,0.025641026,,0.79331941
5.7,3.8,1.7,0.3,Iris-setosa,,,0.717948718,0.474358974,0.205128205,0.025641026,,0.884986916
5.1,3.8,1.5,0.3,Iris-setosa,,,0.641025641,0.474358974,0.179487179,0.025641026,,0.817804022
5.4,3.4,1.7,0.2,Iris-setosa,,,0.679487179,0.423076923,0.205128205,0.012820513,,0.826401147
5.1,3.7,1.5,0.4,Iris-setosa,,,0.641025641,0.461538462,0.179487179,0.038461538,,0.810941774
4.6,3.6,1,0.2,Iris-setosa,,,0.576923077,0.448717949,0.115384615,0.012820513,,0.740044599
5.1,3.3,1.7,0.5,Iris-setosa,,,0.641025641,0.41025641,0.205128205,0.051282051,,0.789893426
4.8,3.4,1.9,0.2,Iris-setosa,,,0.602564103,0.423076923,0.230769231,0.012820513,,0.771684122
5,3,1.6,0.2,Iris-setosa,,,0.628205128,0.371794872,0.192307692,0.012820513,,0.754996506
5,3.4,1.6,0.4,Iris-setosa,,,0.628205128,0.423076923,0.192307692,0.038461538,,0.782366477
5.2,3.5,1.5,0.2,Iris-setosa,,,0.653846154,0.435897436,0.179487179,0.012820513,,0.806164611
5.2,3.4,1.4,0.2,Iris-setosa,,,0.653846154,0.423076923,0.166666667,0.012820513,,0.796524337
4.7,3.2,1.6,0.2,Iris-setosa,,,0.58974359,0.397435897,0.192307692,0.012820513,,0.736817079
4.8,3.1,1.6,0.2,Iris-setosa,,,0.602564103,0.384615385,0.192307692,0.012820513,,0.740377678
5.4,3.4,1.5,0.4,Iris-setosa,,,0.679487179,0.423076923,0.179487179,0.038461538,,0.821213643
5.2,4.1,1.5,0.1,Iris-setosa,,,0.653846154,0.512820513,0.179487179,0,,0.850126649
5.5,4.2,1.4,0.2,Iris-setosa,,,0.692307692,0.525641026,0.166666667,0.012820513,,0.885172623
4.9,3.1,1.5,0.1,Iris-setosa,,,0.615384615,0.384615385,0.179487179,0,,0.747557935
5,3.2,1.2,0.2,Iris-setosa,,,0.628205128,0.397435897,0.141025641,0.012820513,,0.756736131
5.5,3.5,1.3,0.2,Iris-setosa,,,0.692307692,0.435897436,0.153846154,0.012820513,,0.832544005
4.9,3.1,1.5,0.1,Iris-setosa,,,0.615384615,0.384615385,0.179487179,0,,0.747557935
4.4,3,1.3,0.2,Iris-setosa,,,0.551282051,0.371794872,0.153846154,0.012820513,,0.68262459
5.1,3.4,1.5,0.2,Iris-setosa,,,0.641025641,0.423076923,0.179487179,0.012820513,,0.788852311
5,3.5,1.3,0.3,Iris-setosa,,,0.628205128,0.435897436,0.153846154,0.025641026,,0.780368092
4.5,2.3,1.3,0.3,Iris-setosa,,,0.564102564,0.282051282,0.153846154,0.025641026,,0.6496851
4.4,3.2,1.3,0.2,Iris-setosa,,,0.551282051,0.397435897,0.153846154,0.012820513,,0.696921945
5,3.5,1.6,0.6,Iris-setosa,,,0.628205128,0.435897436,0.192307692,0.064102564,,0.791037069
5.1,3.8,1.9,0.4,Iris-setosa,,,0.641025641,0.474358974,0.230769231,0.038461538,,0.831061993
4.8,3,1.4,0.3,Iris-setosa,,,0.602564103,0.371794872,0.166666667,0.025641026,,0.727839381
5.1,3.8,1.6,0.2,Iris-setosa,,,0.641025641,0.474358974,0.192307692,0.012820513,,0.820412654
4.6,3.2,1.4,0.2,Iris-setosa,,,0.576923077,0.397435897,0.166666667,0.012820513,,0.720234457
5.3,3.7,1.5,0.2,Iris-setosa,,,0.666666667,0.461538462,0.179487179,0.012820513,,0.830567402
5,3.3,1.4,0.2,Iris-setosa,,,0.628205128,0.41025641,0.166666667,0.012820513,,0.768696396
7,3.2,4.7,1.4,Iris-versicolor,,,0.884615385,0.397435897,0.58974359,0.166666667,,1.147203099
6.4,3.2,4.5,1.5,Iris-versicolor,,,0.807692308,0.397435897,0.564102564,0.179487179,,1.077380855
6.9,3.1,4.9,1.5,Iris-versicolor,,,0.871794872,0.384615385,0.615384615,0.179487179,,1.148420291
5.5,2.3,4,1.3,Iris-versicolor,,,0.692307692,0.282051282,0.5,0.153846154,,0.912420685
6.5,2.8,4.6,1.5,Iris-versicolor,,,0.820512821,0.346153846,0.576923077,0.179487179,,1.076159681
5.7,2.8,4.5,1.3,Iris-versicolor,,,0.717948718,0.346153846,0.564102564,0.153846154,,0.988510591
6.3,3.3,4.7,1.6,Iris-versicolor,,,0.794871795,0.41025641,0.58974359,0.192307692,,1.088536284
4.9,2.4,3.3,1,Iris-versicolor,,,0.615384615,0.294871795,0.41025641,0.115384615,,0.804531871
6.6,2.9,4.6,1.3,Iris-versicolor,,,0.833333333,0.358974359,0.576923077,0.153846154,,1.086193312
5.2,2.7,3.9,1.4,Iris-versicolor,,,0.653846154,0.333333333,0.487179487,0.166666667,,0.896519679
5,2,3.5,1,Iris-versicolor,,,0.628205128,0.243589744,0.435897436,0.115384615,,0.810739064
5.9,3,4.2,1.5,Iris-versicolor,,,0.743589744,0.371794872,0.525641026,0.179487179,,0.999835621
6,2.2,4,1,Iris-versicolor,,,0.756410256,0.269230769,0.5,0.115384615,,0.952866881
6.1,2.9,4.7,1.4,Iris-versicolor,,,0.769230769,0.358974359,0.58974359,0.166666667,,1.046973661
5.6,2.9,3.6,1.3,Iris-versicolor,,,0.705128205,0.358974359,0.448717949,0.153846154,,0.92254258
6.7,3.1,4.4,1.4,Iris-versicolor,,,0.846153846,0.384615385,0.551282051,0.166666667,,1.09343267
5.6,3,4.5,1.5,Iris-versicolor,,,0.705128205,0.371794872,0.564102564,0.179487179,,0.992907127
5.8,2.7,4.1,1,Iris-versicolor,,,0.730769231,0.333333333,0.512820513,0.115384615,,0.959913156
